date,location,new_cases,new_deaths,total_cases,total_deaths,weekly_cases,weekly_deaths,biweekly_cases,biweekly_deaths
4/9/2021,South Africa,1267,53,1556242,53226,5518,280,13163,624
4/10/2021,South Africa,1285,30,1557527,53256,6026,302,13061,608
4/11/2021,South Africa,931,66,1558458,53322,6494,335,13027,659
4/12/2021,South Africa,655,34,1559113,53356,6697,361,13134,646
4/13/2021,South Africa,847,67,1559960,53423,7107,391,13225,635
4/14/2021,South Africa,1599,75,1561559,53498,7950,387,13402,652
4/15/2021,South Africa,1372,73,1562931,53571,7956,398,13480,674
4/16/2021,South Africa,1424,92,1564355,53663,8113,437,13631,717
4/17/2021,South Africa,1325,48,1565680,53711,8153,455,14179,757
4/18/2021,South Africa,1089,25,1566769,53736,8311,414,14805,749
4/19/2021,South Africa,744,21,1567513,53757,8400,401,15097,762
4/20/2021,South Africa,853,130,1568366,53887,8406,464,15513,855
4/21/2021,South Africa,1569,53,1569935,53940,8376,442,16326,829
4/22/2021,South Africa,1413,55,1571348,53995,8417,424,16373,822
4/23/2021,South Africa,1637,71,1572985,54066,8630,403,16743,840
4/24/2021,South Africa,1385,59,1574370,54125,8690,414,16843,869
4/25/2021,South Africa,1101,23,1575471,54148,8702,412,17013,826
4/26/2021,South Africa,849,38,1576320,54186,8807,429,17207,830
4/27/2021,South Africa,880,51,1577200,54237,8834,350,17240,814
4/28/2021,South Africa,1250,48,1578450,54285,8515,345,16891,787
4/29/2021,South Africa,1086,46,1579536,54331,8188,336,16605,760
4/30/2021,South Africa,1674,19,1581210,54350,8225,284,16855,687
5/1/2021,South Africa,1632,56,1582842,54406,8472,281,17162,695
5/2/2021,South Africa,1222,11,1584064,54417,8593,269,17295,681
5/3/2021,South Africa,897,35,1584961,54452,8641,266,17448,695
5/4/2021,South Africa,1187,59,1586148,54511,8948,274,17782,624
5/5/2021,South Africa,2073,46,1588221,54557,9771,272,18286,617
5/6/2021,South Africa,2149,63,1590370,54620,10834,289,19022,625
5/7/2021,South Africa,2256,67,1592626,54687,11416,337,19641,621
5/8/2021,South Africa,0,0,1592626,54687,9784,281,18256,562
5/9/2021,South Africa,3969,48,1596595,54735,12531,318,21124,587
5/10/2021,South Africa,1129,90,1597724,54825,12763,373,21404,639
5/11/2021,South Africa,1548,71,1599272,54896,13124,385,22072,659
5/12/2021,South Africa,2759,72,1602031,54968,13810,411,23581,683
5/13/2021,South Africa,3221,44,1605252,55012,14882,392,25716,681
5/14/2021,South Africa,3141,112,1608393,55124,15767,437,27183,774
5/15/2021,South Africa,2750,59,1611143,55183,18517,496,28301,777
5/16/2021,South Africa,2585,27,1613728,55210,17133,475,29664,793
5/17/2021,South Africa,1757,50,1615485,55260,17761,435,30524,808
5/18/2021,South Africa,2355,80,1617840,55340,18568,444,31692,829
5/19/2021,South Africa,3522,167,1621362,55507,19331,539,33141,950
5/20/2021,South Africa,3641,61,1625003,55568,19751,556,34633,948
5/21/2021,South Africa,3332,151,1628335,55719,19942,595,35709,1032
5/22/2021,South Africa,4236,53,1632571,55772,21428,589,39945,1085
5/23/2021,South Africa,2894,30,1635465,55802,21737,592,38870,1067
5/24/2021,South Africa,2383,72,1637848,55874,22363,614,40124,1049
5/25/2021,South Africa,0,102,1637848,55976,20008,636,38576,1080
5/26/2021,South Africa,7707,101,1645555,56077,24193,570,43524,1109
5/27/2021,South Africa,4422,93,1649977,56170,24974,602,44725,1158
5/28/2021,South Africa,4574,123,1654551,56293,26216,574,46158,1169
5/29/2021,South Africa,4519,70,1659070,56363,26499,591,47927,1180
5/30/2021,South Africa,0,0,1659070,56363,23605,561,45342,1153
5/31/2021,South Africa,6547,143,1665617,56506,27769,632,50132,1246
